Sample_title	482N1 shLuciferase rep1	482N1 shLuciferase rep2	482N1 shArntl2 #1 rep1	482N1 shArntl2 #1 rep2	482N1 shArntl2 #2 rep1	482N1 shArntl2 #2 rep2	end
Nup107	29.078	41.9448	35.4705	37.9881	40.6104	54.6758	NUP107
Nup133	19.2485	24.8386	23.4756	22.9049	20.0959	24.8188	NUP133
Nup153	19.5259	25.2922	39.1079	37.6558	20.4819	29.9162	NUP153
Nup155	19.6931	24.7923	29.9226	31.2343	18.1584	24.7944	NUP155
Nup160	15.0477	22.2989	21.0182	22.3803	22.5496	33.6852	NUP160
Nup188	26.59	39.3208	36.1763	38.8679	31.6422	54.3102	NUP188
Nup205	27.7716	40.2761	39.2712	42.1414	34.8604	49.8467	NUP205
Nup210	2.75916	3.61365	8.31836	8.22099	3.41801	5.28892	NUP210
Nup210l	2.53103	2.99426	1.5406	1.52911	1.70953	2.23208	NUP210L
Nup214	10.8915	16.7394	19.3424	19.117	10.2508	18.4635	NUP214
Nup35	24.1069	22.9033	15.0824	15.837	27.95795	24.2111	NUP35
Nup37	63.61595	54.61517	29.01381	32.61508	84.22052	71.07917	NUP37
Nup43	38.8592	29.9563	26.4357	27.5724	35.6683	30.9272	NUP43
Nup50	25.0472	32.1689	37.0281	35.6662	25.2721	31.4339	NUP50
Nup54	31.9086	41.5825	52.6961	53.7914	44.1724	59.1754	NUP54
Nup62	21.6742	28.3467	52.439	52.6534	28.8046	38.8256	NUP62
Nup62cl	0	0	0	0	0.196719	0	NUP62CL
Nup85	53.5369	55.2769	54.0277	55.9911	52.4626	50.4838	NUP85
Nup88	115.89718	134.678922	94.109527	96.59475	105.48072	119.49703	NUP88
Nup93	36.644968	43.851634	40.89765	43.49461	33.309338	44.128742	NUP93
Nup98	19.6032707	30.944925	46.30509	50.03961	24.8534451	39.79022	NUP98
Nupl1	26.6863	30.54	42.7795	45.8059	28.8949	32.5524	NUPL1
Nupl2	2.784401	3.55613	4.75105	5.78658	2.276441	3.167948	NUPL2
Nupr1	123.469	155.322	307.648	326.949	134.196	129.51	NUPR1
Nupr1l	1.89319	1.137635	2.30529	2.22375	2.45123	2.46836	NUPR1L
Nus1	32.5883	39.2643	54.7211	54.3207	26.3649	34.3043	NUS1
Nusap1	44.70567	51.7982	8.4168	8.19162	73.73451	83.80865	NUSAP1
Nutm1	0.0793188	0.258692	0	0	0.093083	0.175881	NUTM1
Nvl	10.657	13.4138	17.9333	18.2681	10.4034	13.7086	NVL
Nwd1	0.0593655	0.0214534	0.0694612	0.0736959	0.0347592	0.0558838	NWD1
Nxf1	66.247	79.787	106.1504	118.143	62.7788	80.5829	NXF1
Nxf2	0.234976	0.102802	0	0.0696489	0.16679	0.358003	NXF2
Nxf3	0	0	0	0	0	0	NXF3
Nxn	26.4758	31.3903	12.7656	12.5417	22.5634	26.5713	NXN
Nxnl1	0.357933	0.311327	0.3573	0.47315	0.472162	0.810287	NXNL1
Nxnl2	0.0891944	0	1.18005	0.91443	0.232982	0.584694	NXNL2
Nxpe2	0	0.0354425	0.0362723	0.0962021	0.057519	0	NXPE2
Nxpe3	1.96373	2.24047	3.82285	4.67755	1.7721	2.51828	NXPE3
Nxpe4	0.446574	0.676649	3.100328	2.29107	0.366303	0.587332	NXPE4
Nxph1	0.00777918	0	0.0175873	0	0.0209834	0.00745483	NXPH1
Nxph2	0	0	0	0	0	0	NXPH2
Nxph3	1.0709	1.30929	0.0511283	0	0.28418	0.481385	NXPH3
Nxph4	0.0582313	0	0	0	0	0	NXPH4
Nxt1	42.8696	36.47233	51.36324	43.58853	43.3191	43.45176	NXT1
Nxt2	21.46313	21.74013	16.336934	16.0328	21.93907	21.22221	NXT2
Nyap1	18.59667	26.91713	17.30158	17.777277	22.54874	34.149273	NYAP1
Nyap2	0.0140641	0.0308739	0.0480455	0	0.0880033	0.12371	NYAP2
Nynrin	0.0499238	0.148801	0.246986	0.164343	0.120638	0.175823	NYNRIN
Nyx	0.0262531	0.0611304	0.0866352	0.0764286	0	0.127372	NYX
Oaf	42.1638	41.031	27.0994	25.7543	55.7431	55.3353	OAF
Oard1	43.6226	42.66014	36.0544	29.64855	47.54859	47.3511	OARD1
Oas1a	0	0	0	0	0	0	OAS1
Oas2	0	0	0	0	0.0231085	0	OAS2
Oas3	0.62252	0.547809	0.1802	0.462157	0.491528	0.941362	OAS3
Oasl1	1.3041433	1.51619	2.39035	4.23439	2.570219	2.45711	OASL
Oat	91.0661	103.029	162.083	158.012	110.151	139.91	OAT
Oaz1	705.8487	627.4486	380.73282	360.67869	660.6885	563.294	OAZ1
Oaz2	136.600622	144.72545	97.52366	96.42398	143.3502	157.42723	OAZ2
Oaz3	0	0.627353	0	0.392322	0	0.498122	OAZ3
Obp2a	0	0	0	0	0	0	OBP2B
Obp2b	0	0	0	0	0	0	OBP2A
Obscn	0	0	0	0	0.0133903	0.00357853	OBSCN
Oc90	0	0	0	0	0	0.0732901	OC90
Oca2	0	0	0.0361646	0.096208	0	0.0309137	OCA2
Ocel1	6.636802	4.20984	10.587259	10.508187	9.087356	7.700497	OCEL1
Ociad1	180.30236	188.16321	194.91506	206.33199	203.42592	190.18528	OCIAD1
Ociad2	22.657036	24.959116	14.069189	14.429506	25.923757	24.633165	OCIAD2
Ocln	2.5285759	3.073248	7.777482	6.982795	3.3582363	4.97519	OCLN
Ocm	0	0	0	0.254578	0.149687	0.33053	OCM
Ocrl	11.8753	17.0553	21.7907	22.0366	13.5798	18.3227	OCRL
Ocstamp	0.0985442	0	0	0	0.602338	0.323325	OCSTAMP
Odam	0	0	0	0	0	0	ODAM
Odc1	120.223	118.779	169.593	178.179	214.177	212.783	ODC1
Odf1	0	0	0	0	0.089604	0.291697	ODF1
Odf2	38.175513	53.349779166936	28.1455	29.931809	40.82972	50.5665017248	ODF2
Odf2l	29.40264	32.054878	22.75272	21.33437	29.54164	32.71254	ODF2L
Odf3	0	0	0.134564	0	0	0.115789	ODF3
Odf3b	0.100168	0.216313	0.441717	0.292924	0	0.187697	ODF3B
Odf3l1	0	0.115298	0.117163	0.140985	0.502325	0	ODF3L1
Odf3l2	0	0	0	0	0.07239	0	ODF3L2
Odf4	0	0	0	0	0	0	ODF4
Ofcc1	0	0	0	0	0	0	OFCC1
Ofd1	4.90119	6.8483	9.11741	9.20052	4.49395	5.23523	OFD1
Ogdh	24.589254	36.8485770039186	35.8422	35.752462	28.977295	43.084311	OGDH
Ogdhl	23.964	32.0846	11.4315	11.7148	16.4651	21.5332	OGDHL
Ogfod1	8.50284	11.427024	15.9291	16.715172	7.74546	13.1231	OGFOD1
Ogfod2	15.30676	18.55532	22.27542	20.00604	19.48583	20.66561	OGFOD2
Ogfod3	8.58429	13.6996	12.816	11.7171	8.01317	7.39913	OGFOD3
Ogfr	48.2862	61.021	61.5387	60.2759	58.7334	65.4649	OGFR
Ogfrl1	2.41661	2.43045	4.70403	4.6669	2.43388	3.63118	OGFRL1
Ogg1	18.3795	18.5433	43.6948	40.7061	20.658	20.6944	OGG1
Ogn	0.0468303	0	0.106698	0.140658	0.0420646	0.0451234	OGN
Ogt	79.4321	74.22267	56.52454	65.0667	46.26214	51.43221	OGT
Oip5	41.4741	33.8994	5.64654	7.53477	51.987	46.8844	OIP5
Oit1	0	0	0.192604	0.128105	0.305238	0	FAM3D
Oit3	1.90394	2.35855	1.93594	1.58885	4.27213	5.41582	OIT3
Ola1	116.3496	127.20466	125.3568	124.50233	133.61139	141.4295	OLA1
Olah	0	0	0	0	0	0	OLAH
Olfm1	1.18084300496418	1.494697	0.569428	0.64525700173922	1.948658	3.136498	OLFM1
Olfm2	1.422369	1.892334	0.254174	0.687881	0.7178256	1.08152	OLFM2
Olfm3	0	0	0	0	0.0252536	0.0540806	OLFM3
Olfm4	0.0685135	0.15016	0	0	0.364268	0.525106	OLFM4
Olfml1	0	0	0	0	0	0	OLFML1
Olfml2a	1.07653	1.3959	0.501507	0.667504	0.435775	0.819939	OLFML2A
Olfml2b	5.01874	8.39642	3.94722	3.39955	6.064	7.23067	OLFML2B
Olfml3	0.605507	1.45118	0.937437	0.891253	2.71109	3.26981	OLFML3
Olfr1006	0	0	0	0	0	0	OR9G4
Olfr101	0	0	0	0	0	0	OR12D2
Olfr1014	0	0	0	0	0	0	OR9G1
Olfr1019	0	0	0	0	0	0	OR5AR1
Olfr1020	0	0	0	0	0	0	OR5AP2
Olfr1022	0	0	0	0	0	0	OR5M10
Olfr1023	0	0	0	0	0	0	OR5M1
Olfr1029	0	0	0	0	0	0	OR5M11
Olfr1031	0	0	0	0	0	0	OR5M8
Olfr1032	0	0	0	0	0	0	OR5M3
Olfr1034	0	0	0.285071	0	0	0	OR5M9
Olfr1038-ps	0	0	0	0	0	0	OR5R1
Olfr1044	0	0	0	0	0	0	OR8U1
Olfr1045	0	0	0	0	0	0	OR8J3
Olfr1046	0	0	0	0	0	0	OR8K1
Olfr1052	0	0	0	0	0	0	OR5J2
Olfr1053	0	0	0	0	0	0	OR8K5
Olfr1054	0	0	0	0	0	0	OR8K3
Olfr1086	0	0	0	0	0	0	OR5T2
Olfr109	0	0	0	0	0	0	OR12D3
Olfr1093	0	0	0	0	0	0	OR5T3
Olfr1099	0	0	0	0	0	0	OR8H1
Olfr11	0	0	0	0	0	0	OR2B6
Olfr110	0	0	0	0	0	0	OR5V1
Olfr1100	0	0	0	0	0	0	OR8H2
Olfr1104	0	0	0	0	0	0	OR8I2
Olfr1111	0	0	0	0	0	0	OR5AS1
Olfr1123	0	0	0	0	0	0	OR10AG1
Olfr1151	0	0	0	0	0	0	OR5W2
Olfr1155	0	0	0	0	0	0	OR5D18
Olfr1156	0	0	0	0	0	0	OR5L2
Olfr1157	0	0	0	0	0	0	OR5L1
Olfr1162	0	0	0	0	0	0	OR5D14
Olfr1193	0	0	0	0	0	0	OR4S2
Olfr1201	0	0	0	0	0	0	OR4C11
Olfr1209	0	0	0	0	0	0	OR4C16
Olfr1211	0	0	0	0	0	0	OR4C15
Olfr1230	0	0	0	0	0	0	OR4C6
Olfr1234	0	0	0	0	0	0	OR4A15
Olfr1238	0	0	0	0	0	0	OR4A5
Olfr1240	0	0	0	0	0	0	OR4A16
Olfr125	0	0	0	0	0	0	OR14J1
Olfr1255	0	0	0	0	0	0	OR4C12
Olfr1256	0	0	0	0	0	0	OR4A47
Olfr1257	0	0	0	0	0	0	OR4C13
Olfr1258	0	0	0	0	0	0	OR4C46
Olfr1263	0	0	0	0	0	0	OR4C45
Olfr13	0	0	0	0	0	0	OR2A7
Olfr1303	0	0	0	0	0	0	OR4F21
Olfr1309	0	0	0	0	0	0.129629	OR4F15
Olfr1310	0	0	0	0	0	0	OR4F6
Olfr1352	0	0	0	0	0	0	OR7C1
Olfr1356	0	0	0	0	0	0	OR7C2
Olfr1357	0	0	0	0	0	0	OR1I1
Olfr1360	0	0	0	0	0	0	OR2B2
Olfr1383	0	0	0	0	0	0	OR2G6
Olfr1386	0	0	0	0	0	0	OR2Y1
Olfr1396	0	0	0	0	0	0	OR2V2
Olfr140	0	0	0	0	0	0	OR4C3
Olfr1414	0	0	0	0	0	0	OR6B3
Olfr1416	0	0	0	0	0	0	OR6B2
Olfr1420	0	0	0	0.203044	0	0	OR10V1
Olfr1423	0	0	0	0	0	0	OR4D11
Olfr1424	0	0	0	0	0	0	OR4D10
Olfr1425	0	0	0	0	0	0	OR4D9
Olfr1428	0	0	0	0	0	0	OR4D6
Olfr1444	0	0	0	0	0	0	OR5B21
Olfr1445	0	0	0	0	0	0	OR5B12
Olfr145	0	0	0	0	0	0	OR8B8
Olfr1463	0	0	0	0	0	0	OR5B3
Olfr1467	0	0	0	0	0	0	OR5B17
Olfr147	0	0	0	0	0	0	OR8B2
Olfr1490	0	0	0	0	0	0	OR10W1
Olfr1494	0	0	0	0	0	0	OR10Q1
Olfr1496	0	0	0	0	0.213659	0	OR1S1
Olfr1497	0	0	0	0	0	0	OR9Q2
Olfr15	0	0	0	0	0	0	OR2C1
Olfr1500	0	0	0	0	0	0	OR9Q1
Olfr1505	0	0	0	0	0	0	OR9I1
Olfr1509	0	0	0	0	0	0	OR4E2
Olfr1511	0	0	0	0	0	0	OR10G2
Olfr1512	0	0	0	0	0	0	OR10G3
Olfr152	0	0	0	0	0	0	OR5I1
Olfr155	0	0	0	0	0	0	OR2S2
Olfr16	0	0	0	0	0	0	OR10J5
Olfr160	0	0	0	0	0	0	OR8A1
Olfr164	0	0	0	0	0	0	OR2M3
Olfr165	0	0	0	0	0	0	OR2M5
Olfr166	0	0	0	0	0	0	OR2L13
Olfr167	0	0	0	0	0	0	OR2L2
Olfr17	0	0	0	0	0	0	OR10A4
Olfr172	0	0	0	0	0	0	OR5K1
Olfr177	0.246563	0	0	0	0	0	OR5K2
Olfr180	0	0	0	0	0	0	OR5K4
Olfr183	0	0	0.122595	0	0	0	OR5H15
Olfr187	0	0	0	0	0	0	OR5H6
Olfr19	0	0	0	0	0	0	OR7A17
Olfr191	0	0	0	0	0	0	OR5H14
Olfr195	0	0	0	0	0	0	OR5K3
Olfr196	0	0	0	0	0	0	OR5H2
Olfr198	0	0	0	0	0	0	OR5AC2
Olfr2	0	0.111083	0	0	0	0	OR6A2
Olfr20	0	0	0	0	0	0	OR1E2
Olfr211	0	0	0	0	0	0	OR13A1
Olfr218	0	0	0	0	0	0	OR10J3
Olfr220	0	0	0	0	0	0	OR6Y1
Olfr221	0	0	0	0	0	0	OR5AU1
Olfr222	0	0	0	0	0	0	OR2B11
Olfr224	0	0	0	0	0	0	OR2T4
Olfr229	0	0	0	0	0	0	OR8G2
Olfr231	0	0	0	0	0	0	OR6K6
Olfr239	0	0	0.142242	0	0	0	OR10H1
Olfr24	0	0	0	0	0	0	OR1M1
Olfr263	0	0	0	0	0	0	OR2W1
Olfr267	0	0	0	0	0	0	OR2K2
Olfr270	0	0	0	0	0	0	OR13D1
Olfr272	0	0	0	0	0	0	OR13C8
Olfr273	0	0	0	0	0	0	OR13C3
Olfr275	0	0	0	0	0	0	OR13F1
Olfr288	0	0	0	0	0	0	OR10AD1
Olfr3	0	0	0	0	0	0	OR1J1
Olfr301	0	0	0	0	0	0	OR14C36
Olfr308	0	0	0	0	0	0	OR6F1
Olfr309	0	0	0	0	0	0	OR13G1
Olfr31	0.647767	0.141662	0.144124	0	0.457941	0.247619	OR2T1
Olfr314	0	0	0	0	0	0	OR2T8
Olfr32	0	0	0	0	0	0	OR4B1
Olfr320	0	0	0	0	0	0	OR2AK2
Olfr322	0	0	0	0	0	0	OR2W3
Olfr323	0	0	0	0	0	0	OR11L1
Olfr348	0	0	0	0	0	0	OR1J2
Olfr350	0	0	0	0	0	0	OR1J4
Olfr351	0	0	0	0	0	0	OR1N1
Olfr354	0	0	0	0	0	0	OR1N2
Olfr355	0	0	0	0	0	0	OR1L8
Olfr357	0	0	0	0	0	0	OR1Q1
Olfr362	0	0	0	0	0	0	OR1B1
Olfr365	0	0	0	0	0	0	OR1L6
Olfr368	0	0	0	0	0.102675	0	OR5C1
Olfr370	0	0	0	0	0	0	OR10K2
Olfr372	0	0	0	0	0	0	OR2Z1
Olfr39	0	0	0	0	0	0	OR7D4
Olfr402	0	0	0	0	0	0	OR3A1
Olfr410	0	0	0	0	0	0	OR3A2
Olfr411	0	0	0	0	0	0	OR3A3
Olfr412	0	0	0	0	0	0	OR1D2
Olfr414	0	0	0	0	0	0	OR6P1
Olfr417	0	0	0	0	0	0	OR10X1
Olfr419	0	0	0	0	0	0	OR10Z1
Olfr420	0	0	0	0	0	0	OR6K2
Olfr429	0	0	0	0	0	0	OR6N1
Olfr43	0	0	0	0	0	0	OR1A1
Olfr430	0	0	0	0	0	0	OR6N2
Olfr435	0	0	0	0	0	0	OR2A42
Olfr444	0	0	0	0	0	0	OR2A14
Olfr446	0	0	0	0	0	0	OR2A12
Olfr447	0	0	0	0	0	0	OR2A25
Olfr448	0	0	0	0	0	0	OR2A5
Olfr449	0	0	0	0	0	0	OR6B1
Olfr452	0	0	0	0	0	0	OR2F2
Olfr453	0	0	0	0	0	0	OR2F1
Olfr459	0	0	0	0	0	0	OR9A2
Olfr460	0	0	0	0	0	0	OR9A4
Olfr463	0	0	0	0	0	0	OR4D2
Olfr464	0	0	0	0	0	0	OR4D1
Olfr502	0	0	0	0	0	0	OR5P2
Olfr504	0	0	0	0	0	0	OR56B1
Olfr508	0	0	0	0	0	0	OR5P3
Olfr518	0	0	0	0	0	0	OR10A3
Olfr519	0	0	0	0	0	0	OR10A6
Olfr520	0	0	0	0	0	0	OR2AT4
Olfr547	0	0	0	0	0	0	OR52B4
Olfr552	0	0	0	0	0	0	OR52K2
Olfr554	0	0	0	0	0	0	OR52M1
Olfr556	0	0	0	0	0	0	OR52I2
Olfr557	0	0	0	0	0	0	OR51D1
Olfr558	0	0	0	0	0	0	OR51E1
Olfr56	0	0	0.248343	0.24711	0.247815	0.159625	OR2V1
Olfr568	0	0	0	0	0	0	OR51F2
Olfr569	0	0	0	0	0	0	OR52R1
Olfr57	0	0	0	0	0	0	OR7A5
Olfr571	0	0	0	0	0	0	OR51S1
Olfr574	0	0	0	0.175559	0	0	OR51T1
Olfr576	0	0	0	0	0	0	OR51A7
Olfr577	0	0	0	0	0	0	OR51G2
Olfr578	0	0	0	0	0	0	OR51G1
Olfr592	0	0	0	0	0	0	OR52J3
Olfr594	0	0	0	0	0	0	OR52E2
Olfr618	0	0	0	0	0	0	OR52B6
Olfr63	0	0	0	0	0	0	OR10H3
Olfr631	0	0	0	0	0	0	OR51M1
Olfr64	0	0	0	0	0	0	OR51B2
Olfr640	0	0	0	0	0	0	OR51I1
Olfr641	0	0	0	0	0	0	OR51I2
Olfr646	0	0	0	0	0	0	OR52D1
Olfr648	0	0	0	0	0	0	OR52H1
Olfr65	0	0	0	0	0	0	OR51B6
Olfr658	0	0	0.0466395	0	0	0	OR52N4
Olfr66	0	0	0	0	0	0	OR51B4
Olfr663	0	0	0	0	0	0	OR56B4
Olfr666	0	0	0	0	0	0	OR52N2
Olfr669	0	0	0	0	0	0	OR52N1
Olfr675	0	0	0	0	0	0	OR52E8
Olfr677	0	0	0	0	0	0	OR52E4
Olfr68	0	0	0	0	0	0	OR52A1
Olfr681	0	0	0	0	0	0	OR56A3
Olfr683	0	0	0	0	0	0	OR56A5
Olfr684	0	0	0	0	0	0	OR56A4
Olfr685	0	0	0	0	0	0	OR52L1
Olfr69	0	0	0	0	0	0	OR52A5
Olfr691	0	0	0.136241	0	0	0	OR52B2
Olfr692	0	0	0	0	0	0.119239	OR52W1
Olfr701	0	0	0	0	0	0	OR2AG2
Olfr705	0	0	0	0	0	0	OR2AG1
Olfr71	0	0	0	0	0	0	OR13J1
Olfr713	0	0	0	0	0	0	OR10A5
Olfr714	0	0	0	0	0	0	OR10A2
Olfr716	0	0	0	0	0	0	OR2D3
Olfr720	0	0	0	0	0	0	OR2T6
Olfr722	0	0	0	0	0	0	OR4N5
Olfr724	0	0	0	0	0	0	OR4L1
Olfr727	0	0	0	0	0	0	OR4K15
Olfr728	0	0	0	0	0	0	OR4K1
Olfr729	0	0	0	0	0	0	OR4K5
Olfr73	0	0	0	0	0	0	OR5D16
Olfr730	0	0	0	0	0	0	OR4K2
Olfr732	0	0	0	0	0	0	LOC102723532
Olfr733	0	0	0	0	0	0	OR4N2
Olfr734	0	0	0	0	0	0	OR4M1
Olfr735	0	0	0	0	0	0	OR4Q3
Olfr744	0	0	0	0	0	0	OR11G2
Olfr745	0	0	0	0	0	0	OR11H6
Olfr749	0	0	0	0	0	0	OR11H4
Olfr750	0	0	0	0	0	0	OR6S1
Olfr76	0	0	0	0	0.112059	0	OR5A1
Olfr767	0	0	0	0	0	0	OR2AP1
Olfr78	0	0	0.0365537	0	0.0289926	0	OR51E2
Olfr781	0	0	0	0	0	0	OR6C68
Olfr782	0	0	0	0	0	0	OR6C6
Olfr790	0	0	0	0	0	0	OR6C75
Olfr791	0	0	0	0	0	0	OR6C2
Olfr792	0	0	0	0	0	0	OR6C76
Olfr796	0	0	0	0	0	0	OR10P1
Olfr802	0	0	0	0	0	0	OR6C1
Olfr803	0	0	0	0	0	0	OR6C3
Olfr810	0	0	0	0	0	0	OR6C70
Olfr821	0	0	0	0	0	0	OR6C74
Olfr822	0	0	0	0	0	0	OR6C65
Olfr825	0	0	0	0	0	0	OR9K2
Olfr834	0	0	0	0	0	0	OR7G3
Olfr853	0	0	0	0	0	0	OR7G2
Olfr854	0	0	0	0	0	0	OR7G1
Olfr873	0	0	0	0	0	0	OR7E24
Olfr874	0	0	0	0	0	0.132902	OR8B12
Olfr878	0	0	0	0	0	0	OR8B4
Olfr90	0	0.238863	0.121819	0	0	0.104951	OR2H2
Olfr91	0	0	0	0	0	0	OR2H1
Olfr924	0	0	0	0	0	0	OR8D2
Olfr933	0	0	0	0	0	0	OR8D1
Olfr935	0	0	0	0	0	0	OR8G5
Olfr95	0	0	0	0	0	0	OR10C1
Olfr96	0.385802	0	0.716394	0.191786	0	0	OR11A1
Olfr967	0	0	0	0	0	0	OR8G1
Olfr978	0	0	0	0	0	0	OR10G7
Olfr979	0	0	0	0	0	0	OR10G9
Olfr980	0	0	0	0	0	0	OR10G4
Olfr982	0	0	0	0	0	0	OR10S1
Olfr984	0	0	0	0	0	0	OR4D5
Olfr985	0	0	0	0	0	0	OR8D4
Olfr986	0	0	0	0	0	0	OR6X1
Olfr993	0	0	0	0	0	0	OR5AK2
Olig1	0	0	0	0	0	0	OLIG1
Olig2	0	0.0418184	0	0	0	0	OLIG2
Olig3	0	0.107354	0.112085	0	0.0855828	0.0918682	OLIG3
Olr1	10.26344	12.69567	2.51192	2.43238	3.89176	5.1316	OLR1
Oma1	14.5818	17.1837	9.95285	9.12375	18.5797	21.5512	OMA1
Omd	1.3399188	1.5612357	1.1756726	1.3437065	1.44834	0.70196	OMD
Omg	0.051265	0	0	0.0764249	0.0458377	0	OMG
Omp	2.22772	3.28958	0.833505	0.97257	2.2802	2.95665	OMP
Onecut1	0.157977	0.227124	0.575893	0.229515	0	0.146695	ONECUT1
Onecut2	23.3261	25.6285	35.9253	41.3077	14.6948	21.861	ONECUT2
Onecut3	0.427163	0.610389	1.78419	1.82553	0.40475	0.676148	ONECUT3
Ooep	1.24145	0.416215	0.641144	0.70621	1.17714	0.545505	OOEP
Oosp2	0	0	0	0	0	0	OOSP2
Opa1	22.40871	30.52903	32.80962	36.15594	21.08108	28.11033	OPA1
Opa3	15.6904	20.8465	33.1087	34.6686	14.6525	21.5507	OPA3
Opalin	0	0	0	0	0	0.126006	OPALIN
Opcml	0.0180465	0.1141617	0.0806821	0.0588641	0.120104	0.0630441	OPCML
Ophn1	2.9688400610022	4.780271	4.8018	4.559773	3.013529	3.76371	OPHN1
Oplah	1.48588	1.8869	6.15737	4.99271	2.74628	3.31779	OPLAH
Opn1mw	0	0	0	0	0	0	OPN1LW
Opn1sw	0	0.144216	0.0489186	0.194893	0.0777766	0.29333	OPN1SW
Opn3	0.889462	1.61228	2.09342	1.56601	1.71653	1.7857	OPN3
Opn4	0	0	0	0	0	0	OPN4
Opn5	0	0.0665024	0	0.0903954	0	0	OPN5
Oprd1	0.048447	0.0789202	0.0799997	0.106376	0.0212936	0.0227665	OPRD1
Oprk1	0	0	0	0	0	0	OPRK1
Oprl1	0.0329614	0.0481213	0	0.13036	0	0.16920047026	OPRL1
Oprm1	0.0524065	0	0	0	0	0.0498299	OPRM1
Optc	0	0	0.2132090210033	0.28363930792	0.0837278	0.182645	OPTC
Optn	27.77688	34.79808	34.98238	32.59288	39.7106	47.60893	OPTN
Orai1	12.0557	16.2845	21.796	18.9498	15.779	23.0376	ORAI1
Orai2	26.42811	37.63882	12.246267	14.0604	8.714562	11.951739	ORAI2
Orai3	9.4457	13.5195	19.5942	19.6482	10.4269	12.6913	ORAI3
Oraov1	18.9089	21.57821	15.347519	15.22256	17.361821	19.11006	ORAOV1
Orc1	5.24111	5.72008	2.99575	2.29392	7.31956	7.30618	ORC1
Orc2	11.496979	11.7953	29.68363	33.0617	8.51232	7.03718	ORC2
Orc3	12.49792	13.14593	12.06935	12.15848	9.58973	9.8564	ORC3
Orc4	50.68485	48.320715	49.985897	55.170226	47.414033	42.959927	ORC4
Orc5	21.7805	22.7625	24.4048	24.358	19.9788	18.6432	ORC5
Orc6	76.51843	60.3918	36.999972	38.44811	82.07401	63.52027	ORC6
Orm1	0	0	0.181613	0	0	0	ORM1
Orm2	0.330663	1.08328	1.66106	2.4503	0.145379	0	ORM2
Ormdl1	33.2464	26.6584	25.7534	29.2291	32.5027	24.7275	ORMDL1
Ormdl2	46.7206	44.1043	38.0049	37.9928	43.5646	40.6646	ORMDL2
Ormdl3	31.0398	44.9027	67.8662	66.1174	33.4374	44.6142	ORMDL3
Os9	33.6962	47.8245	65.5996	65.1882	25.7532	34.2537	OS9
Osbp	21.0666	31.3522	66.3122	66.3257	23.6512	34.3	OSBP
Osbp2	2.5862	4.19691426	1.774657	1.980883	4.035157	6.80276	OSBP2
Osbpl10	0.849973	0.749647	1.2949621	1.70578	0.990647	0.9506278	OSBPL10
Osbpl11	7.89135	11.7248	16.6453	16.4125	8.75834	12.6209	OSBPL11
Osbpl1a	8.121037	9.052226	11.529825	11.555606	10.120271	11.681081731087	OSBPL1A
Osbpl2	26.07	35.5501	56.5908	60.0993	30.5159	38.09	OSBPL2
Osbpl3	19.5231770004381	23.95242	26.64608	25.961680440937	17.37591	22.29915	OSBPL3
Osbpl5	15.5875	22.553357	22.9346	23.3364	19.166422	28.7121	OSBPL5
Osbpl6	5.9493080268182	8.24118225156	8.404241	7.67971200022348	5.252475	6.769496	OSBPL6
Osbpl7	4.139397	5.30191	6.84813	7.22362	5.20137	6.56482	OSBPL7
Osbpl8	6.88029	8.25401	8.73173	9.49061	7.74623	10.38026	OSBPL8
Osbpl9	41.084505	42.50875	64.59	65.8863849299	42.28887	45.59975	OSBPL9
Oscar	0	0	0.129898193876	0.086130838539	0.257281770987	0.1110490500671	OSCAR
Oscp1	2.43369	3.27759	2.99336	3.26083	2.92153	2.89639	OSCP1
Oser1	74.3911	74.1956	84.3218	88.328	86.9781	85.1163	OSER1
Osgep	28.0667	30.363	26.1094	27.5594	38.6675	38.3998	OSGEP
Osgepl1	5.056416	6.508611	7.017736	7.88334	6.721081	7.24616	OSGEPL1
Osgin1	10.3596	16.3342	38.88	39.5898	23.0222	29.54	OSGIN1
Osgin2	3.37459	3.51369	7.0782	7.00325	3.45917	4.86943	OSGIN2
Osm	0	0.0574576	0	0	0	0	OSM
Osmr	1.05535	1.275	0.711393	0.87975	1.8155	2.32483	OSMR
Osr1	2.28269	3.74067	4.44961	4.07458	2.02384	3.8134	OSR1
Osr2	1.37508	1.36744	0.760614	1.09299	0.249524	0.860848	OSR2
Ostc	382.812	279.353	328.066	318.694	319.257	246.402	OSTC
Ostf1	101.494	98.0178	53.4929	49.5447	131.304	121.533	OSTF1
Ostm1	8.82575	10.1052	7.56016	6.73688	7.0655	8.26348	OSTM1
Ostn	0	0	0.759453	1.85703	0	0	OSTN
Otc	0	0	0	0.0760367	0.0454118	0	OTC
Otoa	0.0802288	0	0	0.0785114	0.0235593	0.0252538	OTOA
Otof	0.0112585	0	0	0.049432	0.01179487623	0.0105369	OTOF
Otog	0.00932344	0.0100566	0.0102328	0	0.0246159	0.0175134	OTOG
Otogl	0	0	0.0166872	0.0221695	0	0	OTOGL
Otol1	0.0486181	0	0	0	0	0.0463228	OTOL1
Otop1	0.0965629	0.104915	0	0	0.169475	0.151215	OTOP1
Otop2	0	0	0	0	0	0	OTOP2
Otop3	0	0	0	0.0604807	0	0	OTOP3
Otor	0	0	0	0	0	0	OTOR
Otos	0	0.768085	0.39218	0	0	0.169476	OTOS
