Mus	Homo
Naa30	NAA30
Naa35	NAA35
Naa38	NAA38
Naa40	NAA40
Naa50	NAA50
Naa60	NAA60
Naaa	NAAA
Naalad2	NAALAD2
Naaladl1	NAALADL1
Naaladl2	NAALADL2
Nab1	NAB1
Nab2	NAB2
Nabp1	NABP1
Nabp2	NABP2
Naca	NACA
Nacad	NACAD
Nacc1	NACC1
Nacc2	NACC2
Nadk	NADK
Nadk2	NADK2
Nadsyn1	NADSYN1
Nae1	NAE1
Naf1	NAF1
Naga	NAGA
Nagk	NAGK
Naglu	NAGLU
Nagpa	NAGPA
Nags	NAGS
Naif1	NAIF1
Naip1	NAIP
Naip2	NAIP
Naip5	NAIP
Naip6	NAIP
Nalcn	NALCN
Nampt	NAMPT
Nanog	NANOG
Nanos1	NANOS1
Nanos2	NANOS2
Nanos3	NANOS3
Nanp	NANP
Nans	NANS
Nap1l1	NAP1L1
Nap1l2	NAP1L2
Nap1l3	NAP1L3
Nap1l4	NAP1L4
Nap1l5	NAP1L5
Napa	NAPA
Napb	NAPB
Napepld	NAPEPLD
Napg	NAPG
Naprt	NAPRT
Napsa	NAPSA
Narf	NARF
Narfl	NARFL
Nars	NARS
Nars2	NARS2
Nasp	NASP
Nat1	NAT1
Nat10	NAT10
Nat14	NAT14
Nat2	NAT1
Nat3	NAT1
Nat6	NAT6
Nat8	NAT8
Nat8l	NAT8L
Nat9	NAT9
Natd1	NATD1
Nav1	NAV1
Nav2	NAV2
Nav3	NAV3
Naxd	NAXD
Naxe	NAXE
Nbas	NBAS
Nbdy	NBDY
Nbea	NBEA
Nbeal1	NBEAL1
Nbeal2	NBEAL2
Nbl1	MINOS1-NBL1
Nbn	NBN
Nbr1	NBR1
Ncald	NCALD
Ncam1	NCAM1
Ncam2	NCAM2
Ncan	NCAN
Ncapd2	NCAPD2
Ncapd3	NCAPD3
Ncapg	NCAPG
Ncapg2	NCAPG2
Ncaph	NCAPH
Ncaph2	NCAPH2
Ncbp1	NCBP1
Ncbp2	NCBP2
Ncbp3	NCBP3
Nccrp1	NCCRP1
Ncdn	NCDN
Nceh1	NCEH1
Ncf1	NCF1
Ncf2	NCF2
Ncf4	NCF4
Nck1	NCK1
Nck2	NCK2
Nckap1	NCKAP1
Nckap1l	NCKAP1L
Nckap5	NCKAP5
Nckap5l	NCKAP5L
Nckipsd	NCKIPSD
Ncl	NCL
Ncln	NCLN
Ncmap	NCMAP
Ncoa1	NCOA1
Ncoa2	NCOA2
Ncoa3	NCOA3
Ncoa4	NCOA4
Ncoa5	NCOA5
Ncoa6	NCOA6
Ncoa7	NCOA7
Ncor1	NCOR1
Ncor2	NCOR2
Ncr1	NCR1
Ncr3-ps	NCR3
Ncs1	NCS1
Ncstn	NCSTN
Ndc1	NDC1
Ndc80	NDC80
Nde1	NDE1
Ndel1	NDEL1
Ndfip1	NDFIP1
Ndfip2	NDFIP2
Ndn	NDN
Ndnf	NDNF
Ndor1	NDOR1
Ndp	NDP
Ndrg1	NDRG1
Ndrg2	NDRG2
Ndrg3	NDRG3
Ndrg4	NDRG4
Ndst1	NDST1
Ndst2	NDST2
Ndst3	NDST3
Ndst4	NDST4
Ndufa1	NDUFA1
Ndufa10	NDUFA10
Ndufa11	NDUFA11
Ndufa12	NDUFA12
Ndufa13	NDUFA13
Ndufa2	NDUFA2
Ndufa3	NDUFA3
Ndufa4	NDUFA4
Ndufa4l2	NDUFA4L2
Ndufa5	NDUFA5
Ndufa6	NDUFA6
Ndufa7	NDUFA7
Ndufa8	NDUFA8
Ndufa9	NDUFA9
Ndufab1	NDUFAB1
Ndufaf1	NDUFAF1
Ndufaf2	NDUFAF2
Ndufaf3	NDUFAF3
Ndufaf4	NDUFAF4
Ndufaf5	NDUFAF5
Ndufaf6	NDUFAF6
Ndufaf7	NDUFAF7
Ndufaf8	NDUFAF8
Ndufb1-ps	NDUFB1
Ndufb10	NDUFB10
Ndufb11	NDUFB11
Ndufb2	NDUFB2
Ndufb3	NDUFB3
Ndufb4	NDUFB4
Ndufb5	NDUFB5
Ndufb6	NDUFB6
Ndufb7	NDUFB7
Ndufb8	NDUFB8
Ndufb9	NDUFB9
Ndufc1	NDUFC1
Ndufc2	NDUFC2
Ndufs1	NDUFS1
Ndufs2	NDUFS2
Ndufs3	NDUFS3
Ndufs4	NDUFS4
Ndufs5	NDUFS5
Ndufs6	NDUFS6
Ndufs7	NDUFS7
Ndufs8	NDUFS8
Ndufv1	NDUFV1
Ndufv2	NDUFV2
Ndufv3	NDUFV3
Neat1	NEAT1
Neb	NEB
Nebl	NEBL
Necab1	NECAB1
Necab2	NECAB2
Necab3	NECAB3
Necap1	NECAP1
Necap2	NECAP2
Nectin1	NECTIN1
Nectin2	NECTIN2
Nectin3	NECTIN3
Nectin4	NECTIN4
Nedd1	NEDD1
Nedd4	NEDD4
Nedd4l	NEDD4L
Nedd8	NEDD8
Nedd9	NEDD9
Nefh	NEFH
Nefl	NEFL
Nefm	NEFM
Negr1	NEGR1
Neil1	NEIL1
Neil2	NEIL2
Neil3	NEIL3
Nek1	NEK1
Nek10	NEK10
Nek11	NEK11
Nek2	NEK2
Nek3	NEK3
Nek4	NEK4
Nek5	NEK5
Nek6	NEK6
Nek7	NEK7
Nek8	NEK8
Nek9	NEK9
Nelfa	NELFA
Nelfb	NELFB
Nelfcd	NELFCD
Nelfe	NELFE
Nell1	NELL1
Nell2	NELL2
Nemf	NEMF
Nemp1	NEMP1
Nemp2	NEMP2
Nenf	NENF
Neo1	NEO1
Nepn	NEPNP
Nepro	NEPRO
Nes	NES
Net1	NET1
Neto1	NETO1
Neto2	NETO2
Neu1	NEU1
Neu2	NEU2
Neu3	NEU3
Neu4	NEU4
Neurl1a	NEURL1
Neurl1b	NEURL1B
Neurl2	NEURL2
Neurl3	NEURL3
Neurl4	NEURL4
Neurod1	NEUROD1
Neurod2	NEUROD2
Neurod4	NEUROD4
Neurod6	NEUROD6
Neurog1	NEUROG1
Neurog2	NEUROG2
Neurog3	NEUROG3
Nexn	NEXN
Nf1	NF1
Nf2	NF2
Nfam1	NFAM1
Nfasc	NFASC
Nfat5	NFAT5
Nfatc1	NFATC1
Nfatc2	NFATC2
Nfatc2ip	NFATC2IP
Nfatc3	NFATC3
Nfatc4	NFATC4
Nfe2	NFE2
Nfe2l1	NFE2L1
Nfe2l2	NFE2L2
Nfe2l3	NFE2L3
Nfia	NFIA
Nfib	NFIB
Nfic	NFIC
Nfil3	NFIL3
Nfix	NFIX
Nfkb1	NFKB1
Nfkb2	NFKB2
Nfkbia	NFKBIA
Nfkbib	NFKBIB
Nfkbid	NFKBID
Nfkbie	NFKBIE
Nfkbil1	NFKBIL1
Nfkbiz	NFKBIZ
Nfrkb	NFRKB
Nfs1	NFS1
Nfu1	NFU1
Nfx1	NFX1
Nfxl1	NFXL1
Nfya	NFYA
Nfyb	NFYB
Nfyc	NFYC
Ngb	NGB
Ngdn	NGDN
Ngef	NGEF
Ngf	NGF
Ngfr	NGFR
Ngly1	NGLY1
Ngrn	NGRN
Nhej1	NHEJ1
Nhlh1	NHLH1
Nhlh2	NHLH2
Nhlrc1	NHLRC1
Nhlrc2	NHLRC2
Nhlrc3	NHLRC3
Nhlrc4	NHLRC4
Nhp2	NHP2
Nhs	NHS
Nhsl1	NHSL1
Nhsl2	NHSL2
Nicn1	NICN1
Nid1	NID1
Nid2	NID2
Nif3l1	NIF3L1
Nifk	NIFK
Nim1k	NIM1K
Nin	NIN
Ninj1	NINJ1
Ninj2	NINJ2
Ninl	NINL
Nip7	NIP7
Nipa1	NIPA1
Nipa2	NIPA2
Nipal1	NIPAL1
Nipal2	NIPAL2
Nipal3	NIPAL3
Nipal4	NIPAL4
Nipbl	NIPBL
Nipsnap1	NIPSNAP1
Nipsnap2	NIPSNAP2
Nipsnap3a	NIPSNAP3A
Nipsnap3b	NIPSNAP3A
Nisch	NISCH
Nit1	NIT1
Nit2	NIT2
Nkain1	NKAIN1
Nkain2	NKAIN2
Nkain3	NKAIN3
Nkain4	NKAIN4
Nkap	NKAP
Nkapl	NKAPL
Nkd1	NKD1
Nkd2	NKD2
Nkg7	NKG7
Nkiras1	NKIRAS1
Nkiras2	NKIRAS2
Nkpd1	NKPD1
Nkrf	NKRF
Nktr	NKTR
Nkx1-1	NKX1-1
Nkx1-2	NKX1-2
Nkx2-1	NKX2-1
Nkx2-2	NKX2-2
Nkx2-3	NKX2-3
Nkx2-4	NKX2-4
Nkx2-5	NKX2-5
Nkx2-6	NKX2-6
Nkx2-9	NKX2-8
Nkx3-1	NKX3-1
Nkx3-2	NKX3-2
Nkx6-1	NKX6-1
Nkx6-2	NKX6-2
Nkx6-3	NKX6-3
Nle1	NLE1
Nlgn1	NLGN1
Nlgn2	NLGN2
Nlgn3	NLGN3
Nlk	NLK
Nln	NLN
Nlrc3	NLRC3
Nlrc4	NLRC4
Nlrc5	NLRC5
Nlrp10	NLRP10
Nlrp12	NLRP12
Nlrp14	NLRP14
Nlrp1a	NLRP1
Nlrp2	NLRP2
Nlrp3	NLRP3
Nlrp4c	NLRP4
Nlrp4e	NLRP4
Nlrp5	NLRP5
Nlrp6	NLRP6
Nlrp9b	NLRP9
Nlrx1	NLRX1
Nmb	NMB
Nmbr	NMBR
Nmd3	NMD3
Nme1	NME1
Nme2	NME2
Nme3	NME3
Nme4	NME4
Nme5	NME5
Nme6	NME6
Nme7	NME7
Nme8	NME8
Nme9	NME9
Nmi	NMI
Nmnat1	NMNAT1
Nmnat2	NMNAT2
Nmnat3	NMNAT3
Nmral1	NMRAL1
Nmrk1	NMRK1
Nmrk2	NMRK2
Nms	NMS
Nmt1	NMT1
Nmt2	NMT2
Nmu	NMU
Nmur1	NMUR1
Nmur2	NMUR2
Nnat	NNAT
Nnmt	NNMT
Nnt	NNT
Noa1	NOA1
Nob1	NOB1
Nobox	NOBOX
Noc2l	NOC2L
Noc3l	NOC3L
Noc4l	NOC4L
Noct	NOCT
Nod1	NOD1
Nod2	NOD2
Nodal	NODAL
Nog	NOG
Nol10	NOL10
Nol11	NOL11
Nol12	NOL12
Nol3	NOL3
Nol4	NOL4
Nol4l	NOL4L
Nol6	NOL6
Nol7	NOL7
Nol8	NOL8
Nol9	NOL9
Nolc1	NOLC1
Nom1	NOM1
Nomo1	NOMO1
Nono	NONO
Nop10	NOP10
Nop14	NOP14
Nop16	NOP16
Nop2	NOP2
Nop53	NOP53
Nop56	NOP56
Nop58	NOP58
Nop9	NOP9
Nos1	NOS1
Nos1ap	NOS1AP
Nos2	NOS2
Nos3	NOS3
Nosip	NOSIP
Nostrin	NOSTRIN
Notch1	NOTCH1
Notch2	NOTCH2
Notch3	NOTCH3
Notch4	NOTCH4
Noto	NOTO
Notum	NOTUM
Nov	NOV
Nova1	NOVA1
Nova2	NOVA2
Nox1	NOX1
Nox3	NOX3
Nox4	NOX4
Noxa1	NOXA1
Noxo1	NOXO1
Noxred1	NOXRED1
Npas1	NPAS1
Npas2	NPAS2
Npas3	NPAS3
Npas4	NPAS4
Npat	NPAT
Npb	NPB
Npbwr1	NPBWR1
Npc1	NPC1
Npc1l1	NPC1L1
Npc2	NPC2
Npdc1	NPDC1
Npepl1	NPEPL1
Npepps	NPEPPS
Npff	NPFF
Npffr1	NPFFR1
Npffr2	NPFFR2
Nphp1	NPHP1
Nphp3	NPHP3
Nphp4	NPHP4
Nphs1	NPHS1
Nphs2	NPHS2
Npl	NPL
Nploc4	NPLOC4
Npm1	NPM1
Npm2	NPM2
Npm3	NPM3
Npnt	NPNT
Nppa	NPPA
Nppb	NPPB
Nppc	NPPC
Npr1	NPR1
Npr2	NPR2
Npr3	NPR3
Nprl2	NPRL2
Nprl3	NPRL3
Nps	NPS
Npsr1	NPSR1
Nptn	NPTN
Nptx1	NPTX1
Nptx2	NPTX2
Nptxr	NPTXR
Npvf	NPVF
Npw	NPW
Npy	NPY
Npy1r	NPY1R
Npy2r	NPY2R
Npy4r	NPY4R
Npy5r	NPY5R
Nqo1	NQO1
Nqo2	NQO2
Nr0b1	NR0B1
Nr0b2	NR0B2
Nr1d1	NR1D1
Nr1d2	NR1D2
Nr1h2	NR1H2
Nr1h3	NR1H3
Nr1h4	NR1H4
Nr1h5	NR1H5P
Nr1i2	NR1I2
Nr1i3	NR1I3
Nr2c1	NR2C1
Nr2c2	NR2C2
Nr2c2ap	NR2C2AP
Nr2e1	NR2E1
Nr2e3	NR2E3
Nr2f1	NR2F1
Nr2f2	NR2F2
Nr2f6	NR2F6
Nr3c1	NR3C1
Nr3c2	NR3C2
Nr4a1	NR4A1
Nr4a2	NR4A2
Nr4a3	NR4A3
Nr5a1	NR5A1
Nr5a2	NR5A2
Nr6a1	NR6A1
Nradd	NRADDP
Nrap	NRAP
Nrarp	NRARP
Nras	NRAS
Nrbf2	NRBF2
Nrbp1	NRBP1
Nrbp2	NRBP2
Nrcam	NRCAM
Nrd1	NRDC
Nrde2	NRDE2
Nrep	NREP
Nrf1	NRF1
Nrg1	NRG1
Nrg2	NRG2
Nrg3	NRG3
Nrg4	NRG4
Nrgn	NRGN
Nrip1	NRIP1
Nrip2	NRIP2
Nrip3	NRIP3
Nrk	NRK
Nrl	NRL
Nrm	NRM
Nrn1	NRN1
Nrn1l	NRN1L
Nron	NRON
Nrp1	NRP1
Nrp2	NRP2
Nrros	NRROS
Nrsn1	NRSN1
Nrsn2	NRSN2
Nrtn	NRTN
Nrxn1	NRXN1
Nrxn2	NRXN2
Nrxn3	NRXN3
Nsa2	NSA2
Nsd1	NSD1
Nsd2	NSD2
Nsd3	NSD3
Nsdhl	NSDHL
Nsf	NSF
Nsfl1c	NSFL1C
Nsg1	NSG1
Nsg2	NSG2
Nsl1	NSL1
Nsmaf	NSMAF
Nsmce1	NSMCE1
Nsmce2	NSMCE2
Nsmce3	NSMCE3
Nsmce4a	NSMCE4A
Nsmf	NSMF
Nsrp1	NSRP1
Nsun2	NSUN2
Nsun3	NSUN3
Nsun4	NSUN4
Nsun5	NSUN5
Nsun6	NSUN6
Nsun7	NSUN7
Nt5c	NT5C
Nt5c1a	NT5C1A
Nt5c1b	NT5C1B
Nt5c2	NT5C2
Nt5c3	NT5C3A
Nt5c3b	NT5C3B
Nt5dc1	NT5DC1
Nt5dc2	NT5DC2
Nt5dc3	NT5DC3
Nt5e	NT5E
Nt5m	NT5M
Ntan1	NTAN1
Ntf3	NTF3
Ntf5	NTF4
Nthl1	NTHL1
Ntm	NTM
Ntmt1	NTMT1
Ntn1	NTN1
Ntn3	NTN3
Ntn4	NTN4
Ntn5	NTN5
Ntng1	NTNG1
Ntng2	NTNG2
Ntpcr	NTPCR
Ntrk1	NTRK1
Ntrk2	NTRK2
Ntrk3	NTRK3
Nts	NTS
Ntsr1	NTSR1
Ntsr2	NTSR2
Nuak1	NUAK1
Nuak2	NUAK2
Nub1	NUB1
Nubp1	NUBP1
Nubp2	NUBP2
Nubpl	NUBPL
Nucb1	NUCB1
Nucb2	NUCB2
Nucks1	NUCKS1
Nudc	NUDC
Nudcd1	NUDCD1
Nudcd2	NUDCD2
Nudcd3	NUDCD3
Nudt1	NUDT1
Nudt10	NUDT10
Nudt11	NUDT10
Nudt12	NUDT12
Nudt13	NUDT13
Nudt14	NUDT14
Nudt15	NUDT15
Nudt16	NUDT16
Nudt16l1	NUDT16L1
Nudt17	NUDT17
Nudt18	NUDT18
Nudt19	NUDT19
Nudt2	NUDT2
Nudt21	NUDT21
Nudt22	NUDT22
Nudt3	NUDT3
Nudt4	NUDT4
Nudt5	NUDT5
Nudt6	NUDT6
Nudt7	NUDT7
Nudt8	NUDT8
Nudt9	NUDT9
Nuf2	NUF2
Nufip1	NUFIP1
Nufip2	NUFIP2
Nuggc	NUGGC
Numa1	NUMA1
Numb	NUMB
Numbl	NUMBL
Nup107	NUP107
Nup133	NUP133
Nup153	NUP153
Nup155	NUP155
Nup160	NUP160
Nup188	NUP188
Nup205	NUP205
Nup210	NUP210
Nup210l	NUP210L
Nup214	NUP214
Nup35	NUP35
Nup37	NUP37
Nup43	NUP43
Nup50	NUP50
Nup54	NUP54
Nup62	NUP62
Nup62cl	NUP62CL
Nup85	NUP85
Nup88	NUP88
Nup93	NUP93
Nup98	NUP98
Nupl1	NUP58
Nupl2	NUPL2
Nupr1	NUPR1
Nupr1l	NUPR2
Nus1	NUS1
Nusap1	NUSAP1
Nutf2	NUTF2
Nutm1	NUTM1
Nutm2	NUTM2A
Nvl	NVL
Nwd1	NWD1
Nwd2	NWD2
Nxf1	NXF1
Nxf2	NXF2
Nxf3	NXF3
Nxn	NXN
Nxnl1	NXNL1
Nxnl2	NXNL2
Nxpe2	NXPE2
Nxpe3	NXPE3
Nxpe4	NXPE4
Nxph1	NXPH1
Nxph2	NXPH2
Nxph3	NXPH3
Nxph4	NXPH4
Nxt1	NXT1
Nxt2	NXT2
Nyap1	NYAP1
Nyap2	NYAP2
Nynrin	NYNRIN
Nyx	NYX
Oacyl	OACYLP
Oaf	OAF
Oard1	OARD1
Oas1a	OAS1
Oas1b	OAS1
Oas1c	OAS1
Oas1d	OAS1
Oas1e	OAS1
Oas1f	OAS1
Oas1g	OAS1
Oas1h	OAS1
Oas2	OAS2
Oas3	OAS3
Oasl1	OASL
Oat	OAT
Oaz1	OAZ1
Oaz2	OAZ2
Oaz3	OAZ3
Obp2a	OBP2B
Obp2b	OBP2A
Obscn	OBSCN
Obsl1	OBSL1
Oc90	OC90
Oca2	OCA2
Ocel1	OCEL1
Ociad1	OCIAD1
Ociad2	OCIAD2
Ocln	OCLN
Ocm	OCM
Ocrl	OCRL
Ocstamp	OCSTAMP
Odam	ODAM
Odc1	ODC1
Odf1	ODF1
Odf2	ODF2
Odf2l	ODF2L
Odf3	ODF3
Odf3b	ODF3B
Odf3l1	ODF3L1
Odf3l2	ODF3L2
Odf4	ODF4
Ofcc1	OFCC1
Ofd1	OFD1
Ogdh	OGDH
Ogdhl	OGDHL
Ogfod1	OGFOD1
Ogfod2	OGFOD2
Ogfod3	OGFOD3
Ogfr	OGFR
Ogfrl1	OGFRL1
Ogg1	OGG1
Ogn	OGN
Ogt	OGT
Oip5	OIP5
Oit1	FAM3D
Oit3	OIT3
Ola1	OLA1
Olah	OLAH
Olfm1	OLFM1
Olfm2	OLFM2
Olfm3	OLFM3
Olfm4	OLFM4
Olfm5	OLFM5P
Olfml1	OLFML1
Olfml2a	OLFML2A
Olfml2b	OLFML2B
Olfml3	OLFML3
Olfr10	OR2Y1
Olfr1006	OR9G4
Olfr1014	OR9G1
Olfr1015	OR9G4
Olfr1019	OR5AR1
Olfr102	OR12D2
Olfr1020	OR5AP2
Olfr1022	OR5M1
Olfr1023	OR5M1
Olfr1028	OR5M11
Olfr1029	OR5M11
Olfr1031	OR5M8
Olfr1032	OR5M3
Olfr1033	OR5M3
Olfr1034	OR5M9
Olfr1038-ps	OR5R1
Olfr1042	OR5AL1
Olfr1044	OR8U1
Olfr1045	OR8J3
Olfr1046	OR8K1
Olfr1052	OR5J2
Olfr1053	OR8K5
Olfr1054	OR8K3
Olfr1057	OR8J3
Olfr1062	OR8J3
Olfr1086	OR5T2
Olfr109	OR12D3
Olfr1093	OR5T3
Olfr1099	OR8H1
Olfr11	OR2B6
Olfr110	OR5V1
Olfr1100	OR8H2
Olfr1104	OR8I2
Olfr111	OR5V1
Olfr1111	OR5AS1
Olfr1123	OR10AG1
Olfr1151	OR5W2
Olfr1155	OR5D16
Olfr1156	OR5L2
Olfr1157	OR5L1
Olfr1162	OR5D14
Olfr1193	OR4S2
Olfr1201	OR4C11
Olfr1205	OR4C11
Olfr1206	OR4C11
Olfr1209	OR4C16
Olfr1211	OR4C15
Olfr1229	OR4C15
Olfr1230	OR4C6
Olfr1234	OR4A15
Olfr1238	OR4A5
Olfr1240	OR4A16
Olfr125	OR14J1
Olfr1255	OR4C12
Olfr1256	OR4A47
Olfr1257	OR4C13
Olfr1258	OR4C46
Olfr1259	OR4C12
Olfr1263	OR4C45
Olfr1264	OR4C3
Olfr1270	OR4B1
Olfr1272	OR4B1
Olfr1289	OR4F4
Olfr13	OR2A4
Olfr1303	OR4F16
Olfr1309	OR4F15
Olfr1310	OR4F6
Olfr1352	OR7C1
Olfr1356	OR7C2
Olfr1357	OR1I1
Olfr1359	OR2B2
Olfr137	OR2J3
Olfr1383	OR2G6
Olfr1385	OR2Y1
Olfr1386	OR2Y1
Olfr1389	OR2Y1
Olfr1391	OR2Y1
Olfr1392	OR2Y1
Olfr1393	OR2Y1
Olfr1396	OR2V2
Olfr1404	OR10J3
Olfr1414	OR6B3
Olfr1415	OR6B2
Olfr1416	OR6B2
Olfr1420	OR10V1
Olfr1423	OR4D11
Olfr1424	OR4D10
Olfr1425	OR4D10
Olfr1426	OR4D10
Olfr1428	OR4D6
Olfr1437	OR5AN1
Olfr1444	OR5B21
Olfr1445	OR5B12
Olfr1448	OR5B12
Olfr145	OR8B8
Olfr1467	OR5B17
Olfr1469	OR5B3
Olfr147	OR8B2
Olfr1490	OR10W1
Olfr1494	OR10Q1
Olfr1496	OR1S1
Olfr1497	OR9Q2
Olfr15	OR2C1
Olfr1500	OR9Q1
Olfr1502	OR9I1
Olfr1505	OR9I1
Olfr1508	OR4E1
Olfr1509	OR4E2
Olfr151	OR8A1
Olfr1510	OR10G2
Olfr1511	OR10G2
Olfr1512	OR10G3
Olfr1513	OR10G3
Olfr152	OR5I1
Olfr1532-ps1	OR2D3
Olfr155	OR2S2
Olfr156	OR13C7
Olfr1564	OR10H5
Olfr157	OR13C7
Olfr16	OR10J5
Olfr160	OR8A1
Olfr164	OR2M3
Olfr165	OR2M5
Olfr166	OR2L13
Olfr167	OR2L2
Olfr168	OR2L13
Olfr17	OR10A4
Olfr172	OR5K1
Olfr173	OR5K1
Olfr177	OR5K2
Olfr180	OR5K4
Olfr183	OR5H15
Olfr187	OR5H6
Olfr19	OR7A17
Olfr191	OR5H14
Olfr193	OR5H14
Olfr195	OR5K3
Olfr196	OR5H2
Olfr198	OR5AC2
Olfr2	OR6A2
Olfr20	OR1E1
Olfr211	OR13A1
Olfr218	OR10J3
Olfr220	OR6Y1
Olfr221	OR5AU1
Olfr222	OR2B11
Olfr224	OR2T4
Olfr229	OR8G2P
Olfr231	OR6K6
Olfr237-ps1	OR2A14
Olfr239	OR10H1
Olfr24	OR1M1
Olfr26	OR8D1
Olfr262	OR5AN1
Olfr263	OR2W1
Olfr267	OR2K2
Olfr270	OR13D1
Olfr272	OR13C8
Olfr273	OR13C3
Olfr275	OR13F1
Olfr286	OR10AD1
Olfr287	OR10AD1
Olfr288	OR10AD1
Olfr3	OR1J1
Olfr301	OR14C36
Olfr308	OR6F1
Olfr309	OR13G1
Olfr31	OR2T1
Olfr314	OR2T8
Olfr316	OR2AK2
Olfr317	OR2W3
Olfr318	OR2AK2
Olfr32	OR4B1
Olfr320	OR2AK2
Olfr322	OR2W3
Olfr323	OR11L1
Olfr325	OR2T4
Olfr328	OR2T4
Olfr329-ps	OR2T4
Olfr330	OR2T4
Olfr331	OR2T4
Olfr348	OR1J2
Olfr350	OR1J4
Olfr351	OR1N1
Olfr353	OR1N1
Olfr354	OR1N2
Olfr355	OR1L8
Olfr357	OR1Q1
Olfr362	OR1B1
Olfr364-ps1	OR1L4
Olfr365	OR1L4
Olfr368	OR5C1
Olfr370	OR10K2
Olfr372	OR2Z1
Olfr373	OR2Z1
Olfr38	OR2F1
Olfr39	OR7D4
Olfr401	OR3A1
Olfr402	OR3A1
Olfr403	OR1A1
Olfr406	OR1P1
Olfr410	OR3A1
Olfr411	OR3A1
Olfr412	OR1D2
Olfr414	OR6P1
Olfr417	OR10X1
Olfr418	OR10J1
Olfr419	OR10Z1
Olfr420	OR6K2
Olfr429	OR6N1
Olfr43	OR1A1
Olfr430	OR6N2
Olfr435	OR2A1
Olfr446	OR2A12
Olfr447	OR2A25
Olfr448	OR2A5
Olfr449	OR6B1
Olfr452	OR2F2
Olfr453	OR2F1
Olfr459	OR9A2
Olfr460	OR9A4
Olfr462	OR4D2
Olfr463	OR4D2
Olfr464	OR4D1
Olfr480	OR5P3
Olfr502	OR5P2
Olfr503	OR52N4
Olfr504	OR56B1
Olfr508	OR5P3
Olfr516	OR10A3
Olfr518	OR10A3
Olfr519	OR10A6
Olfr520	OR2AT4
Olfr547	OR52B4
Olfr55	OR10H1
Olfr552	OR52K2
Olfr554	OR52M1
Olfr555	OR51H1
Olfr556	OR52I2
Olfr557	OR51D1
Olfr558	OR51E1
Olfr56	OR2V1
Olfr566	OR51F1
Olfr568	OR51F2
Olfr569	OR52R1
Olfr57	OR7A5
Olfr571	OR51S1
Olfr574	OR51T1
Olfr576	OR51A7
Olfr577	OR51G2
Olfr578	OR51G1
Olfr582	OR52R1
Olfr584	OR52R1
Olfr589	OR52E2
Olfr592	OR52J3
Olfr618	OR52B6
Olfr623	OR51B6
Olfr63	OR10H3
Olfr631	OR51M1
Olfr635	OR51Q1
Olfr638	OR51Q1
Olfr64	OR51B2
Olfr640	OR51I1
Olfr641	OR51I2
Olfr646	OR52D1
Olfr648	OR52H1
Olfr65	OR51B6
Olfr657	OR56B1
Olfr658	OR52N4
Olfr66	OR51B4
Olfr663	OR56B4
Olfr666	OR52N2
Olfr669	OR52N1
Olfr67	OR52Z1
Olfr671	OR52E8
Olfr675	OR52E8
Olfr677	OR52E4
Olfr679	OR56A3
Olfr68	OR52A1
Olfr681	OR56A3
Olfr683	OR56A5
Olfr684	OR56A4
Olfr685	OR52L1
Olfr69	OR52A1
Olfr691	OR52B2
Olfr692	OR52W1
Olfr694	OR2AG1
Olfr701	OR2AG2
Olfr705	OR2AG1
Olfr706	OR2AG2
Olfr707	OR2D3
Olfr709-ps1	OR2D3
Olfr71	OR13J1
Olfr713	OR10A5
Olfr714	OR10A2
Olfr715	OR2D2
Olfr720	OR2T6
Olfr721-ps1	OR2T35
Olfr722	OR4N5
Olfr723	OR4L1
Olfr725	OR4K15
Olfr726	OR4K15
Olfr727	OR4K15
Olfr728	OR4K1
Olfr729	OR4K5
Olfr73	OR5D18
Olfr730	OR4K2
Olfr732	OR4N2
Olfr733	OR4N2
Olfr734	OR4M1
Olfr735	OR4Q3
Olfr744	OR11G2
Olfr745	OR11H6
Olfr746	OR11H7
Olfr747	OR11H4
Olfr749	OR11H4
Olfr750	OR6S1
Olfr76	OR5A1
Olfr765	OR2AP1
Olfr767	OR2AP1
Olfr769	OR6C2
Olfr78	OR51E2
Olfr780	OR6C68
Olfr782	OR6C6
Olfr786	OR6C1
Olfr788	OR6C3
Olfr790	OR6C75
Olfr791	OR6C2
Olfr796	OR10P1
Olfr802	OR6C1
Olfr803	OR6C3
Olfr804	OR6C6
Olfr808	OR6C65
Olfr809	OR6C76
Olfr813	OR6C76
Olfr814	OR6C70
Olfr821	OR6C74
Olfr825	OR9K2
Olfr826	OR9K2
Olfr832	OR7G3
Olfr834	OR7G3
Olfr853	OR7G2
Olfr854	OR7G1
Olfr873	OR7E24
Olfr874	OR8B12
Olfr875	OR8B12
Olfr876	OR8B12
Olfr878	OR8B4
Olfr90	OR2H2
Olfr91	OR2H1
Olfr92	OR2H2
Olfr924	OR8D2
Olfr926	OR8D2
Olfr93	OR2H1
Olfr933	OR8D1
Olfr935	OR8G5
Olfr95	OR10C1
Olfr96	OR11A1
Olfr967	OR8G1
Olfr978	OR10G7
Olfr979	OR10G4
Olfr980	OR10G4
Olfr982	OR10S1
Olfr984	OR4D5
Olfr985	OR8D4
Olfr986	OR6X1
Olfr993	OR5AK2
Olig1	OLIG1
Olig2	OLIG2
Olig3	OLIG3
Olr1	OLR1
Oma1	OMA1
Omd	OMD
Omg	OMG
Omp	OMP
Onecut1	ONECUT1
Onecut2	ONECUT2
Onecut3	ONECUT3
Ooep	OOEP
